example_id,message,normalized_message,language,injured,trapped,fire,medical_emergency,people_affected,urgency,priority_label,priority_evidence_spans,temporal_status,perspective,severity_factors,missing_information_flags,needs_review,provenance,author_id,event_id,scenario_id,source_id,collection_session_id,paraphrase_group_id,template_family_id,annotator_id,second_reviewer_id,adjudication_status,review_reason,split,minimal_pair_id,minimal_pair_role,minimal_pair_changed_fact
PV4_03054,"Please record this location, on the east road, and this fact: water is rising around homes and people can still reach the road. It was during the first watch in the north side; our phones are unreliable. Please advise when you can.","please record this location, on the east road, and this fact: water is rising around homes and people can still reach the road. it was during the first watch in the north side; our phones are unreliable. please advise when you can.",en,0,0,0,0,15,4,HIGH,"[""water is rising around homes and people can still reach the road""]",current,third_party_local,"[""worsening condition""]",[],false,synthetic_proposed,author_047,event_00763,scenario_03054,synthetic_source_a,session_09,group_03054,family_crowd_11,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03055,"Our group is at by the river, where water is rising and we cannot get out of the upper floor. It was at shift change in the north side; our phones are unreliable. No one here can handle it alone.","our group is at by the river, where water is rising and we cannot get out of the upper floor. it was at shift change in the north side; our phones are unreliable. no one here can handle it alone.",en,0,1,0,0,16,3,CRITICAL,"[""water is rising and we cannot get out of the upper floor""]",current,first_person,"[""immediate threat"", ""entrapment context"", ""worsening condition""]",[],true,synthetic_proposed,author_048,event_00763,scenario_03055,synthetic_source_a,session_10,group_03055,family_utility_12,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03056,I am reporting this from at the apartment block: the road is blocked by branches but nobody is hurt. It was before the rain in the north side; our phones are unreliable. Please send assistance.,i am reporting this from at the apartment block: the road is blocked by branches but nobody is hurt. it was before the rain in the north side; our phones are unreliable. please send assistance.,en,0,0,0,0,12,2,MEDIUM,"[""the road is blocked by branches but nobody is hurt""]",current,third_party_local,[],[],false,synthetic_proposed,author_049,event_00764,scenario_03056,synthetic_source_a,session_11,group_03056,family_flood_13,,,unreviewed,synthetic data; not human verified,test,,,
PV4_03057,Our update from outside the clinic is that someone is down near the old bridge. It was while traffic was light in the north side; our phones are unreliable. Can anyone check this?,our update from outside the clinic is that someone is down near the old bridge. it was while traffic was light in the north side; our phones are unreliable. can anyone check this?,en,0,0,0,1,7,5,MEDIUM,"[""someone is down near the old bridge""]",current,third_party_local,[],"[""condition"", ""time""]",true,synthetic_proposed,author_050,event_00764,scenario_03057,synthetic_source_a,session_12,group_03057,family_medical_14,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03058,Can someone respond to in our neighborhood? We have we need a ride out. It was during school hours in the north side; our phones are unreliable. I do not know what to do.,can someone respond to in our neighborhood? we have we need a ride out. it was during school hours in the north side; our phones are unreliable. i do not know what to do.,en,0,0,0,0,13,3,HIGH,"[""we need a ride out""]",current,household,[],"[""location"", ""hazard"", ""time""]",true,synthetic_proposed,author_051,event_00764,scenario_03058,synthetic_source_a,session_13,group_03058,family_collapse_15,,,unreviewed,synthetic data; not human verified,validation,,,
PV4_03059,This happened before at behind the school: the storm last month damaged the roof. It was after the power returned in the north side; our phones are unreliable.,this happened before at behind the school: the storm last month damaged the roof. it was after the power returned in the north side; our phones are unreliable.,en,0,0,0,0,16,2,LOW,"[""the storm last month damaged the roof""]",historical,first_person,[],[],false,synthetic_proposed,author_052,event_00764,scenario_03059,synthetic_source_a,session_14,group_03059,family_road_16,,,unreviewed,synthetic data; not human verified,validation,,,
PV4_03060,"For the exercise, imagine this at on the east road: the exercise asks us to imagine a rescue. It was as the wind increased in the north side; our phones are unreliable.","for the exercise, imagine this at on the east road: the exercise asks us to imagine a rescue. it was as the wind increased in the north side; our phones are unreliable.",en,0,1,0,0,16,2,LOW,"[""the exercise asks us to imagine a rescue""]",future,third_party_local,"[""entrapment context""]",[],false,synthetic_proposed,author_053,event_00765,scenario_03060,synthetic_source_a,session_15,group_03060,family_water_00,,,unreviewed,synthetic data; not human verified,test,,,
PV4_03061,The local channel says the local channel reports a fire downtown at by the river. It was while the tide came in in the north side; our phones are unreliable.,the local channel says the local channel reports a fire downtown at by the river. it was while the tide came in in the north side; our phones are unreliable.,en,0,0,0,0,10,2,LOW,"[""the local channel reports a fire downtown""]",current,news_report,[],[],false,synthetic_proposed,author_054,event_00765,scenario_03061,synthetic_source_a,session_16,group_03061,family_missing_01,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03062,For responders near at the apartment block: a person is trapped but trained responders are already reaching them. It was before responders arrived in the north side; our phones are unreliable. Can anyone check this?,for responders near at the apartment block: a person is trapped but trained responders are already reaching them. it was before responders arrived in the north side; our phones are unreliable. can anyone check this?,en,0,1,0,0,12,3,CRITICAL,"[""a person is trapped but trained responders are already reaching them""]",current,household,"[""entrapment context""]",[],true,synthetic_proposed,author_055,event_00765,scenario_03062,synthetic_source_a,session_17,group_03062,family_crowd_02,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03063,A resident near near the station says a person is trapped inside and smoke is filling the room. It was after neighbors gathered in the north side; our phones are unreliable. I do not know what to do.,a resident near near the station says a person is trapped inside and smoke is filling the room. it was after neighbors gathered in the north side; our phones are unreliable. i do not know what to do.,en,0,1,1,0,2,5,CRITICAL,"[""a person is trapped inside and smoke is filling the room""]",current,household,"[""immediate threat"", ""entrapment context"", ""worsening condition""]",[],true,synthetic_proposed,author_056,event_00765,scenario_03063,synthetic_source_a,session_18,group_03063,family_utility_03,,,unreviewed,synthetic data; not human verified,train,,,
