id,message,priority_label,disaster_type,injured,trapped,fire,medical_emergency,people_affected,urgency,scenario_family,event_id,source_type,annotation_reason,language,split
rpv3-01101,Dispatch note: Hurricane report: The area is safe and no one needs assistance at this location. by the river. Send the appropriate team.,LOW,hurricane,0,0,0,0,0,5,safe,v3_hurricane_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,train
rpv3-01862,Caller reports: Tornado report: One person has a stable minor injury and can wait for non-urgent medical assistance. near the school. Send the appropriate team.,MEDIUM,tornado,1,0,0,1,1,5,stable,v3_tornado_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,train
rpv3-02150,"Resident says: Industrial report: Several households need urgent shelter after the incident, with no one trapped. at the apartment block.",HIGH,industrial,0,0,0,0,24,4,shelter,v3_industrial_high_03,controlled_synthetic_v3,V3 policy example; shelter scenario with contextual rescue urgency.,en,train
rpv3-02989,"Dispatch note: At this location, biological report: An active hazard threatens the neighborhood and an evacuation team should respond soon. near the school.",HIGH,biological,0,0,1,0,12,2,hazard,v3_biological_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,test
rpv3-03934,Caller reports: Other report: This is a news update about the disaster; there is no emergency here. at the apartment block. This is the latest update.,LOW,other,0,0,0,0,0,4,news,v3_other_low_02,controlled_synthetic_v3,V3 policy example; news scenario with contextual rescue urgency.,en,train
rpv3-02995,"Caller reports: At this location, biological report: An active hazard threatens the neighborhood and an evacuation team should respond soon. at the apartment block. Please advise.",HIGH,biological,0,0,1,0,12,1,hazard,v3_biological_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,test
rpv3-02102,Dispatch note: Industrial report: Damage has made several homes unsafe and families need urgent evacuation support. at the apartment block. Please advise.,HIGH,industrial,0,0,0,0,18,5,evacuation,v3_industrial_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,test
rpv3-03415,"Dispatch note: At this location, societal report: Moderate damage affects the area; residents need a welfare check and basic assistance. near the market. Please advise.",MEDIUM,societal,0,0,0,0,8,1,damage,v3_societal_medium_01,controlled_synthetic_v3,V3 policy example; damage scenario with contextual rescue urgency.,en,validation
rpv3-01964,Resident says: Tornado report: A small incident is contained; everyone is accounted for and safe. along the main road. Please advise.,LOW,tornado,0,0,1,0,2,4,contained,v3_tornado_low_04,controlled_synthetic_v3,V3 policy example; contained scenario with contextual rescue urgency.,en,test
rpv3-02983,"Field update: At this location, biological report: An active hazard threatens the neighborhood and an evacuation team should respond soon. near the market.",HIGH,biological,0,0,1,0,12,5,hazard,v3_biological_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,test
rpv3-00955,"Resident says: At this location, hurricane report: Several households need urgent shelter after the incident, with no one trapped. near the school. This is the latest update.",HIGH,hurricane,0,0,0,0,24,2,shelter,v3_hurricane_high_03,controlled_synthetic_v3,V3 policy example; shelter scenario with contextual rescue urgency.,en,train
rpv3-03434,"Resident says: Societal report: Several people need water and supplies, but everyone is safe for now. near the school. Send the appropriate team.",MEDIUM,societal,0,0,0,0,15,2,supplies,v3_societal_medium_02,controlled_synthetic_v3,V3 policy example; supplies scenario with contextual rescue urgency.,en,train
rpv3-00797,Earthquake report: The forecast is being monitored from a safe place; no response is requested. near the school. No other details are available.,LOW,earthquake,0,0,0,0,0,5,forecast,v3_earthquake_low_05,controlled_synthetic_v3,V3 policy example; forecast scenario with contextual rescue urgency.,en,train
rpv3-03597,Caller reports: Societal report: The forecast is being monitored from a safe place; no response is requested. at the apartment block.,LOW,societal,0,0,0,0,0,5,forecast,v3_societal_low_05,controlled_synthetic_v3,V3 policy example; forecast scenario with contextual rescue urgency.,en,train
rpv3-03669,"At this location, other report: A fast-moving fire has people trapped inside and crews are needed without delay. in the north district. No other details are available.",CRITICAL,other,0,1,1,0,6,2,fire,v3_other_critical_04,controlled_synthetic_v3,V3 policy example; fire scenario with contextual rescue urgency.,en,train
rpv3-01561,Dispatch note: Wildfire report: A small incident is contained; everyone is accounted for and safe. along the main road. Send the appropriate team.,LOW,wildfire,0,0,1,0,2,3,contained,v3_wildfire_low_04,controlled_synthetic_v3,V3 policy example; contained scenario with contextual rescue urgency.,en,train
rpv3-01480,Wildfire report: One person has a stable minor injury and can wait for non-urgent medical assistance. along the main road. No other details are available.,MEDIUM,wildfire,1,0,0,1,1,2,stable,v3_wildfire_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,validation
rpv3-02697,Field update: Transportation report: A local outage is affecting residents who need routine community support. near the school.,MEDIUM,transportation,0,0,0,0,20,5,power,v3_transportation_medium_05,controlled_synthetic_v3,V3 policy example; power scenario with contextual rescue urgency.,en,train
rpv3-01798,"Field update: At this location, tornado report: An active hazard threatens the neighborhood and an evacuation team should respond soon. near the market. This is the latest update.",HIGH,tornado,0,0,1,0,12,2,hazard,v3_tornado_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,train
rpv3-00498,"Dispatch note: At this location, earthquake report: A child is missing in the disaster area and an urgent search and rescue is needed. along the main road. This is the latest update.",CRITICAL,earthquake,0,0,0,0,1,4,missing,v3_earthquake_critical_05,controlled_synthetic_v3,V3 policy example; missing scenario with contextual rescue urgency.,en,test
rpv3-02111,Caller reports: Industrial report: Damage has made several homes unsafe and families need urgent evacuation support. near the market. Send the appropriate team.,HIGH,industrial,0,0,0,0,18,4,evacuation,v3_industrial_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,test
rpv3-02956,"Please help: Biological report: Several households need urgent shelter after the incident, with no one trapped. along the main road. Send the appropriate team.",HIGH,biological,0,0,0,0,24,1,shelter,v3_biological_high_03,controlled_synthetic_v3,V3 policy example; shelter scenario with contextual rescue urgency.,en,train
rpv3-00139,Dispatch note: Flood report: A serious but stable injury needs prompt treatment; the person is conscious. along the main road. This is the latest update.,HIGH,flood,1,0,0,1,1,3,injury,v3_flood_high_02,controlled_synthetic_v3,V3 policy example; injury scenario with contextual rescue urgency.,en,train
rpv3-00723,"Dispatch note: At this location, earthquake report: This is a news update about the disaster; there is no emergency here. at the apartment block. No other details are available.",LOW,earthquake,0,0,0,0,0,4,news,v3_earthquake_low_02,controlled_synthetic_v3,V3 policy example; news scenario with contextual rescue urgency.,en,train
rpv3-02215,"Caller reports: At this location, industrial report: Moderate damage affects the area; residents need a welfare check and basic assistance. near the school. No other details are available.",MEDIUM,industrial,0,0,0,0,8,5,damage,v3_industrial_medium_01,controlled_synthetic_v3,V3 policy example; damage scenario with contextual rescue urgency.,en,validation
rpv3-01633,Please help: Tornado report: A person is unconscious with severe injuries and needs emergency medical help now. near the school. This is the latest update.,CRITICAL,tornado,1,0,0,1,1,2,medical,v3_tornado_critical_02,controlled_synthetic_v3,V3 policy example; medical scenario with contextual rescue urgency.,en,train
rpv3-03891,Resident says: Other report: A local outage is affecting residents who need routine community support. near the school. Please advise.,MEDIUM,other,0,0,0,0,20,5,power,v3_other_medium_05,controlled_synthetic_v3,V3 policy example; power scenario with contextual rescue urgency.,en,validation
rpv3-03503,"Resident says: At this location, societal report: The area is safe and no one needs assistance at this location. at the apartment block. This is the latest update.",LOW,societal,0,0,0,0,0,4,safe,v3_societal_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,train
rpv3-01712,"Resident says: At this location, tornado report: Damage has made several homes unsafe and families need urgent evacuation support. at the apartment block.",HIGH,tornado,0,0,0,0,18,3,evacuation,v3_tornado_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,test
rpv3-01339,Wildfire report: A serious but stable injury needs prompt treatment; the person is conscious. in the north district. Send the appropriate team.,HIGH,wildfire,1,0,0,1,1,1,injury,v3_wildfire_high_02,controlled_synthetic_v3,V3 policy example; injury scenario with contextual rescue urgency.,en,train
rpv3-03772,"Resident says: At this location, other report: A blocked route is affecting many residents and responders should provide urgent assistance. near the market. Please advise.",HIGH,other,0,0,0,0,30,3,route,v3_other_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-00354,Dispatch note: Flood report: The preparedness drill finished normally and this is not an active emergency. at the apartment block. No other details are available.,LOW,flood,0,0,0,0,0,2,drill,v3_flood_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,test
